bussinessZones,city,cityPositionCounts,companyName,companySize,district,education,financeStage,industryField,positionID,positionLables,positionName,positionType1,postionType2,salary,workYear
NULL,上海,476,上海中通吉网络技术有限公司,2000人以上,NULL,本科,上市公司,电子商务,2131370,['数据挖掘'],数据分析师,产品,产品经理,15k-30k,3-5年
"['张江', '张江']",上海,476,上海帜讯信息技术股份有限公司,500-2000人,浦东新区,本科,上市公司,"移动互联网,其他",3468121,[],数据分析师,开发/测试/运维类,数据开发,15k-24k,3-5年
"['丰庄', '真新新村', '江桥']",上海,476,上海齐家网信息科技股份有限公司,2000人以上,嘉定区,大专,D轮及以上,"O2O ,生活服务",1400255,['电商'],数据分析师,设计,数据分析,10k-20k,3-5年
"['陆家嘴', '梅园', '外滩']",上海,476,国泰君安证券股份有限公司,2000人以上,浦东新区,硕士,上市公司,金融,2615262,[],大数据分析师,产品/需求/项目类,数据分析,20k-40k,3-5年
['五角场'],上海,476,上海融之家金融信息服务有限公司,150-500人,杨浦区,本科,B轮,"移动互联网,金融",2989157,"['总监', '建模', '风控', '经理']",数据分析师,金融类,风控,20K-30K,5-10年
NULL,上海,476,中移在线服务有限公司,2000人以上,普陀区,本科,不需要融资,移动互联网,4030597,"['教育', '数据挖掘', 'SPSS']",数据分析,产品/需求/项目类,数据分析,20k-25k,3-5年
"['南京东路', '人民广场', '外滩']",上海,476,北京瓴岳信息技术有限公司,150-500人,黄浦区,本科,不需要融资,"移动互联网,金融",4050723,"['金融', '银行', '风控']",数据分析师,开发/测试/运维类,数据开发,6k-12k,1-3年
['江湾'],上海,476,上海即果信息技术有限公司,50-150人,杨浦区,本科,B轮,移动互联网,3402184,"['大数据', '数据挖掘', 'SPSS', 'R']",数据分析师,产品/需求/项目类,数据分析,10k-20k,1-3年
"['张江', '花木', '北蔡']",上海,476,上海领健信息技术有限公司,150-500人,浦东新区,本科,B轮,"移动互联网,医疗健康",3635043,"['BI', '数据管理']",数据分析师-上海张江-00286,开发/测试/运维类,数据开发,20k-30k,5-10年
NULL,上海,476,华院数据技术（上海）有限公司,500-2000人,杨浦区,硕士,C轮,"企业服务,数据服务",2708205,"['讲师', '数据挖掘', 'SPSS']",大数据分析师,综合职能类,人力资源,15k-25k,3-5年
"['田林', '漕河泾', '漕宝路']",上海,476,上海拿米金融信息服务有限公司,150-500人,徐汇区,本科,不需要融资,"移动互联网,金融",3351155,"['金融', '策略', 'SPSS', 'sas']",数据分析师,产品/需求/项目类,数据分析,8k-12k,1-3年
"['漕宝路', '万源城', '东兰路']",上海,476,北京爱奇艺科技有限公司,2000人以上,徐汇区,本科,D轮及以上,"广告营销,文化娱乐",3633549,[],游戏-数据分析-上海,产品/需求/项目类,数据分析,7k-12k,1-3年
"['新闸路', '静安寺', '曹家渡']",上海,476,北京爱论答科技有限公司,150-500人,静安区,本科,A轮,"移动互联网,教育",4040450,"['深度学习', '人工智能', '机器学习']",数据分析师,开发/测试/运维类,数据开发,15k-25k,3-5年
"['火车站', '天目西路', '火车站', '天目西路', '闸北公园', '闸北公园', '天目西路', '闸北公园']",上海,476,上海风创信息咨询有限公司,500-2000人,静安区,本科,B轮,教育,3969178,"['高级', '大数据', 'BI', 'SPSS']",数据分析师,产品/需求/项目类,数据分析,10k-15k,1-3年
"['张江', '张江']",上海,476,上海帜讯信息技术股份有限公司,500-2000人,浦东新区,本科,上市公司,"移动互联网,其他",2532521,[],大数据数据分析师,设计,数据分析,16k-24k,5-10年
NULL,上海,476,上海晨之科信息技术有限公司,150-500人,徐汇区,本科,C轮,"移动互联网,游戏",4076385,"['数据挖掘', 'SPSS']",数据分析师,开发/测试/运维类,数据开发,6k-12k,1-3年
"['打浦桥', '斜土路', '五里桥']",上海,476,上海厚本金融信息服务有限公司,2000人以上,黄浦区,硕士,A轮,金融,3882713,"['金融', 'SPSS', 'R', 'matlab', 'VBA']",数据分析师,产品/需求/项目类,数据分析,8k-15k,1-3年
"['中山公园', '天山路', '虹桥']",上海,476,北京三快在线科技有限公司,2000人以上,长宁区,本科,D轮及以上,"移动互联网,O2O",4040512,"['BI', '大数据', '数据挖掘']",数据分析师,产品/需求/项目类,数据分析,20k-30k,3-5年
"['世纪公园', '联洋', '洋泾']",上海,476,上海方付通商务服务有限公司,500-2000人,浦东新区,本科,不需要融资,"移动互联网,金融",2337314,[],数据分析师,设计,用户研究,15k-30k,3-5年
"['闸北公园', '宜川路', '大宁路']",上海,476,深圳市房多多网络科技有限公司,2000人以上,闸北区,本科,C轮,"移动互联网,O2O",3754328,"['房产服务', '高级', '中级', '大数据', 'SPSS']",数据分析师,开发/测试/运维类,数据开发,15k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3968361,"['游戏', '手游']",【绝地求生：刺激战场】数据分析（深圳）,产品/需求/项目类,数据分析,20k-30k,1-3年
"['科技园', '深圳湾', '白石洲']",深圳,330,深圳市随手科技有限公司,500-2000人,南山区,本科,C轮,"移动互联网,金融",3651951,"['专员', '大数据', '数据挖掘']",数据分析师（风控方向）,产品/需求/项目类,数据分析,10k-20k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3621257,"['金融', '游戏', '游戏策划', '用户研究']",21089-英雄联盟社区高级数据分析师(深圳),产品/需求/项目类,游戏策划,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3621278,"['金融', '游戏', '游戏策划', '用户研究']",21089-英雄联盟社区高级数据分析师(深圳),产品/需求/项目类,游戏策划,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3621445,"['金融', '游戏', '运营', '用户研究']",21089-英雄联盟社区高级数据分析师(深圳),运营/编辑/客服,运营,18k-30k,3-5年
NULL,深圳,330,厦门美图之家科技有限公司,500-2000人,南山区,本科,上市公司,"移动互联网,硬件",4052663,"['大数据', 'BI', '业务运营', '行业研究']",数据分析师（商业&amp;行业&amp;战略方向）,产品/需求/项目类,数据分析,18k-36k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3196694,"['游戏', '数值']",18402-移动游戏数据分析师,产品/需求/项目类,数据分析,10k-20k,1-3年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3196525,"['游戏', '数值', '手游']",18402-移动游戏数据分析（深圳）,开发/测试/运维类,数据开发,10k-20k,1-3年
"['科技园', '深圳湾', '白石洲']",深圳,330,深圳市随手科技有限公司,500-2000人,南山区,本科,C轮,"移动互联网,金融",2939708,"['大数据', '数据挖掘', 'SPSS']",数据分析师（贷款营销方向）,产品/需求/项目类,数据分析,8k-16k,1-3年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3196542,"['游戏', '策划', '手游']",18403-移动游戏渠道数据分析经理（精品游戏）,产品/需求/项目类,数据分析,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3433840,[],23516-运营数据分析（深圳）,产品/需求/项目类,数据分析,10k-20k,1-3年
NULL,深圳,330,厦门美图之家科技有限公司,500-2000人,南山区,本科,上市公司,"移动互联网,硬件",3912021,['手机'],数据分析师（手机销售）,产品/需求/项目类,数据分析,13k-22k,1-3年
"['购物公园', '皇岗', '新洲']",深圳,330,平安科技（深圳）有限公司,2000人以上,福田区,本科,不需要融资,金融,3439323,"['高级', '数据挖掘', '数据开发']",大数据分析工程师(深圳),开发/测试/运维类,数据开发,15k-25k,不限
"['科技园', '南头', '科技园', '前海', '南头', '前海']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3413774,"['安全', '信息安全', '数据挖掘', 'hadoop']",MIG07-安全大数据分析（深圳）,开发/测试/运维类,运维安全,18k-36k,1-3年
"['科技园', '科技园', '南头', '前海', '南头', '前海']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3348751,"['信息安全', '中级', '数据挖掘', 'hadoop']",MIG07-安全大数据分析（深圳）,开发/测试/运维类,数据开发,15k-30k,3-5年
"['科技园', '深圳湾', '白石洲']",深圳,330,深圳市随手科技有限公司,500-2000人,南山区,本科,C轮,"移动互联网,金融",4073197,"['数据挖掘', 'SPSS']",数据分析师（贷款方向）,产品/需求/项目类,数据分析,13k-25k,3-5年
['南头'],深圳,330,深圳市和讯华谷信息技术有限公司,150-500人,南山区,本科,D轮及以上,"移动互联网,数据服务",3941822,"['数据挖掘', 'SQL', 'SPSS', 'R，SAS']",高级数据分析师（深圳）,开发/测试/运维类,数据开发,15k-25k,3-5年
['南头'],深圳,330,深圳市和讯华谷信息技术有限公司,150-500人,南山区,本科,D轮及以上,"移动互联网,数据服务",3941849,"['中级', '数据挖掘', '数据建模', 'SPSS', '机器学习']",数据分析（深圳）,开发/测试/运维类,数据开发,10k-20k,1-3年
"['科技园', '深圳湾', '白石洲']",深圳,330,深圳市随手科技有限公司,500-2000人,南山区,本科,C轮,"移动互联网,金融",2969957,"['金融', '移动互联网', '大数据', 'SQL', 'hive']",数据分析师（金融业务）,产品/需求/项目类,数据分析,13k-25k,3-5年
['南头'],深圳,330,深圳市和讯华谷信息技术有限公司,150-500人,南山区,本科,D轮及以上,"移动互联网,数据服务",3771241,"['金融', '大数据', '数据挖掘', 'sas']",售前数据分析师,开发/测试/运维类,数据开发,10k-20k,1-3年
NULL,深圳,330,厦门美图之家科技有限公司,500-2000人,南山区,本科,上市公司,"移动互联网,硬件",4007034,"['BI', '大数据', '数据挖掘']",数据分析师（用户画像方向）,产品/需求/项目类,数据分析,15k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,硕士,上市公司,"移动互联网 ,游戏",4010201,"['大数据平台', '海量数据']",数据分析师,产品/需求/项目类,数据分析,20k-40k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3098907,"['数据挖掘', '建模']",数据分析开发工程师,开发/测试/运维类,数据开发,10k-20k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3290255,"['游戏', '运营', '策划', '手游']",HY3-互娱数据分析经理（深圳）,产品/需求/项目类,数据分析,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3184852,"['游戏', '数据挖掘', '建模', '数据开发']",HY2-高级数据分析开发工程师（深圳）,开发/测试/运维类,数据开发,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3579953,"['游戏', 'SPSS']",22025-王者荣耀全球版 数据分析师（深圳）,产品/需求/项目类,数据分析,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3621022,"['游戏', '运营', '数值', '页游']",21228-FIFA手游数据分析（深圳）,运营/编辑/客服,运营,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3184791,"['游戏', '数据挖掘', '建模', 'sas']",HY2-高级数据分析开发工程师（深圳）,开发/测试/运维类,数据开发,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3196574,['游戏'],18403-数据分析产品经理,产品/需求/项目类,数据分析,18k-30k,3-5年
"['科技园', '南山医院', '大冲']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3170928,"['游戏', '运营', '数值', '用户研究']",FIFA手游数据分析（深圳）,运营/编辑/客服,运营,18k-30k,1-3年
"['科技园', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3894728,"['支付', '大数据', '数据挖掘']",WXG06-111 微信支付数据分析工程师（深圳）,开发/测试/运维类,数据开发,20k-40k,3-5年
"['民治', '民治', '龙华', '龙华', '锦绣江南', '锦绣江南']",深圳,330,深圳忆时电子商贸有限公司,少于15人,龙华区,不限,天使轮,电子商务,3722795,"['电商', '广告营销', '产品', '网店']",数据分析运营（跨境电商）,运营/编辑/客服,运营,5k-9k,1-3年
"['科技园', '南山医院', '大冲']",深圳,330,富途网络科技（深圳）有限公司,150-500人,南山区,本科,C轮,"移动互联网,金融",3884269,"['金融', '统计']",美股数据分析师,产品/需求/项目类,数据分析,8k-15k,3-5年
NULL,深圳,330,深圳乾立亨基金管理有限公司,50-150人,福田区,本科,不需要融资,"移动互联网,金融",2569454,"['金融', '理财', '业务运营', '大数据', 'SPSS']",数据专员/数据分析（产品运营）,产品/需求/项目类,数据分析,8k-12k,3-5年
"['上梅林', '莲花北村', '笔架山']",深圳,330,维沃移动通信有限公司,2000人以上,福田区,本科,未融资,移动互联网,2729009,"['Java', '程序代码']",软件大数据分析工程师,开发/测试/运维类,数据开发,20k-40k,1-3年
"['科技园', '科技园', '南头']",深圳,330,招银网络科技（深圳）有限公司,2000人以上,南山区,本科,不需要融资,金融,881452,[],大数据分析工程师,技术,后端开发,15k-25k,3-5年
NULL,深圳,330,深圳市长亮科技股份有限公司,2000人以上,福田区,本科,上市公司,企业服务,3788749,"['银行', '机器学习', '大数据', 'SPSS']",金融/银行/互联网 数据分析 数据挖掘岗,开发/测试/运维类,数据开发,8K-15K,不限
NULL,深圳,330,厦门飞游信息科技有限公司,150-500人,南山区,本科,上市公司,游戏,2985681,"['用户研究', '调研']",战略分析经理（市场及运营数据分析方向）,产品/需求/项目类,产品设计/需求分析,15k-30k,3-5年
"['大冲', '科技园']",深圳,330,深圳市传意互动科技有限公司,15-50人,南山区,本科,不需要融资,移动互联网,3996800,['hadoop'],大数据分析高级开发工程师,产品/需求/项目类,数据分析,10k-20k,3-5年
"['车公庙', '香蜜湖', '竹子林', '车公庙', '车公庙', '香蜜湖', '香蜜湖', '竹子林', '竹子林']",深圳,330,晨星资讯（深圳）有限公司,2000人以上,福田区,本科,上市公司,金融,3958111,"['金融', '数据挖掘']",股票数据分析员,金融类,证券/期货,5k-7k,不限
['科技园'],深圳,330,深圳市新旅程学车信息科技有限公司,50-150人,南山区,本科,未融资,O2O,4011933,"['金融', '数据挖掘']",大数据分析总监,开发/测试/运维类,数据开发,35k-55k,5-10年
"['科技园', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",4044332,"['支付', '大数据', '数据挖掘']",WXG06-111 微信支付数据分析工程师（深圳）,开发/测试/运维类,数据开发,20k-40k,3-5年
"['科技园', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3905048,"['教育', '电商', '汽车', '广告营销', '数据挖掘']",SA-腾讯社交广告数据分析师 （深圳 ）,开发/测试/运维类,数据开发,20k-30k,1-3年
"['科技园', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",4026865,"['社交', '广告营销', '数据挖掘', '广告投放']",SA-腾讯社交广告数据分析工程师（微信广告方向）,开发/测试/运维类,数据开发,18k-36k,1-3年
"['科技园', '深圳湾', '白石洲']",深圳,330,深圳市随手科技有限公司,500-2000人,南山区,本科,C轮,"移动互联网,金融",3776822,"['中级', 'SQL', 'SPSS']",数据分析师,开发/测试/运维类,数据开发,8k-16k,1-3年
"['科技园', '前海', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",4030735,"['大数据', '数据挖掘']",19116-腾讯觅影数据分析高级产品经理（深圳）,产品/需求/项目类,数据分析,15k-30k,3-5年
['西丽'],深圳,330,深圳市拓翼无境供应链服务有限公司,150-500人,南山区,大专,未融资,"电子商务,企业服务",4089156,"['信息安全', '大数据', '数据挖掘']",数据分析专员(亚马逊MWS方向),产品/需求/项目类,数据分析,5k-8k,不限
"['莲花二村', '岗厦', '莲花三村']",深圳,330,深圳前海达飞金融服务有限公司,2000人以上,福田区,本科,C轮,金融,3993413,"['金融', '大数据']",产品运营数据分析师,产品/需求/项目类,数据分析,8k-12k,1-3年
NULL,深圳,330,北京斗米优聘科技发展有限公司,500-2000人,南山区,本科,B轮,"移动互联网,O2O",4069939,['SPSS'],大区运营专员（数据分析师）,运营/编辑/客服,运营,5k-9k,1-3年
"['亮马桥', '三元桥', '燕莎']",深圳,330,上海海万信息科技股份有限公司,500-2000人,福田区,大专,不需要融资,"移动互联网,金融",3945445,"['金融', '高级', '可视化', '大数据', '数据挖掘']",Python 数据分析,产品/需求/项目类,数据分析,13k-25k,3-5年
"['深圳湾', '后海', '科技园']",深圳,330,恒大人寿保险有限公司,500-2000人,南山区,本科,不需要融资,金融,4084428,"['数据挖掘', '大数据']",BI数据分析师,开发/测试/运维类,数据开发,15k-25k,3-5年
NULL,深圳,330,深圳市三三得玖通信技术有限公司,150-500人,南山区,本科,B轮,"移动互联网,企业服务",4047861,"['大数据', 'hadoop']",JAVA工程师（数据分析）,开发/测试/运维类,数据开发,4k-5k,1年以下
"['车公庙', '沙头', '下沙']",深圳,330,深圳市万普拉斯科技有限公司,500-2000人,福田区,本科,未融资,电子商务,2931689,"['电商', '社区', 'seo', 'SEM']",电商数据分析运营专员,运营/编辑/客服,运营,7k-14k,1-3年
"['前海', '南头', '南油', '南头', '前海', '前海', '南头', '南油', '南油']",深圳,330,深圳市金证科技股份有限公司,2000人以上,南山区,本科,上市公司,金融,3969637,"['金融', '大数据', 'Java', 'SQL']",ETL BI Developer 数据分析师,产品/需求/项目类,数据分析,12k-20k,3-5年
"['民治', '龙华', '锦绣江南', '民治', '龙华', '锦绣江南']",深圳,330,深圳忆时电子商贸有限公司,少于15人,龙华区,不限,天使轮,电子商务,3536211,"['电商', '广告营销', '产品', '美妆']",跨境电商数据分析运营,运营/编辑/客服,运营,6k-10k,1-3年
"['深圳湾', '蛇口', '后海']",深圳,330,深圳前海力拓科技有限公司,15-50人,南山区,本科,未融资,"数据服务,生活服务",3956103,"['大数据', '用户研究']",产品经理 ( 数据分析/项目管理方向 ),产品/需求/项目类,项目管理,10k-15k,1-3年
['西乡'],深圳,330,深圳市英思奇信息咨询有限公司,50-150人,宝安区,硕士,未融资,"移动互联网,电子商务",4094009,"['高级', '需求分析', '数据挖掘', '算法']",大数据分析,产品/需求/项目类,产品设计/需求分析,25k-40k,1-3年
NULL,深圳,330,深圳市大疆创新科技有限公司,2000人以上,南山区,本科,未融资,"移动互联网,硬件",4061374,"['智能硬件', '需求分析', '大数据']",产品运营专员（数据分析）,产品/需求/项目类,产品设计/需求分析,8k-16k,1-3年
NULL,深圳,330,中电数通科技有限公司,150-500人,南山区,大专,天使轮,"移动互联网,信息安全",3555590,"['软件开发', '数据挖掘', '算法']",大数据分析工程师,开发/测试/运维类,软件开发,10K-20K,1-3年
NULL,深圳,330,深圳恒合互联网络科技有限公司,150-500人,福田区,本科,上市公司,医疗健康,4009356,"['BI', '可视化', '数据挖掘']",大数据分析工程师,产品/需求/项目类,数据分析,10k-20k,3-5年
NULL,深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",4019247,"['数据挖掘', 'spark', 'hive']",MIG03-高级数据分析师（深圳）,开发/测试/运维类,数据开发,30k-60k,3-5年
"['科技园', '大冲', '深圳湾']",深圳,330,中腾信金融信息服务（上海）有限公司,2000人以上,南山区,本科,不需要融资,金融,4088602,"['SQL', 'SPSS', 'sas', '金融业务分析']",企划主管（数据分析，业务分析）,开发/测试/运维类,数据开发,8k-16k,3-5年
"['大冲', '科技园', '白石洲']",深圳,330,深圳前海大数金融服务有限公司,500-2000人,南山区,本科,C轮,金融,3982077,"['金融', '专员', '运营', 'SPSS']",数据分析岗（信贷业务）,运营/编辑/客服,运营,10k-15k,1-3年
"['岗厦', '皇岗']",深圳,330,深圳达飞金融控股有限公司,2000人以上,福田区,本科,不需要融资,"移动互联网,金融",3993324,"['资深', '大数据', '数据挖掘']",数据分析经理（风控）,产品/需求/项目类,数据分析,20k-35k,5-10年
"['车公庙', '沙头', '下沙']",深圳,330,深圳市万普拉斯科技有限公司,500-2000人,福田区,本科,未融资,电子商务,3568870,"['移动互联网', '数据挖掘', '大数据', 'SQL', '数据管理']",ROM数据分析工程师,开发/测试/运维类,数据开发,8k-15k,1-3年
"['南山区', '后海']",深圳,330,深圳市信用之家金融服务有限公司,150-500人,南山区,本科,A轮,"金融,O2O",3997704,"['资深', '数据挖掘', 'sas']",数据分析建模经理（深圳）,开发/测试/运维类,数据开发,20k-30k,5-10年
['西丽'],深圳,330,深圳市拓翼无境供应链服务有限公司,150-500人,南山区,大专,未融资,"电子商务,企业服务",4089153,"['信息安全', '大数据', '数据挖掘']",数据分析专员(亚马逊报表方向),产品/需求/项目类,数据分析,5k-8k,不限
"['蔡屋围', '笋岗', '园岭', '笋岗', '蔡屋围', '园岭']",深圳,330,深圳前海联动云汽车租赁有限公司,2000人以上,罗湖区,本科,不需要融资,"O2O,生活服务",3791011,"['金融', '汽车', '建模', 'sas']",风控数据分析师,金融类,风控,7k-14k,1-3年
"['南油', '南油', '蛇口', '海王大厦', '蛇口', '海王大厦']",深圳,330,深圳市环球易购电子商务有限公司,2000人以上,南山区,本科,上市公司,电子商务,3565979,"['总监', '调研']",运营数据分析专家,开发/测试/运维类,数据开发,30k-35k,5-10年
"['科技园', '南山医院', '南头']",深圳,330,深圳市驱动人生科技股份有限公司,50-150人,南山区,本科,上市公司,"移动互联网,硬件",3109051,"['大数据', '数据可视化']",产品经理（数据分析/项目管理方向）,产品/需求/项目类,产品设计/需求分析,9k-18k,1-3年
"['上梅林', '莲花北村', '银湖']",深圳,330,深圳前海信美分期科技有限公司,150-500人,福田区,本科,不需要融资,"金融,移动互联网",2693016,"['金融', '大数据', '数据挖掘', 'SPSS']",运营数据分析专员,运营/编辑/客服,运营,5k-6k,1-3年
"['科技园', '南山医院', '深圳湾']",深圳,330,爱问医联科技（深圳）有限公司,50-150人,南山区,本科,A轮,"医疗健康,移动互联网",3988864,"['金融', '数据挖掘', 'SPSS']",运营数据分析师,产品/需求/项目类,数据分析,10k-15k,1-3年
NULL,深圳,330,北京斗米优聘科技发展有限公司,500-2000人,南山区,大专,B轮,"移动互联网,O2O",4041523,['SPSS'],数据分析专员（运营专员）,市场/商务/销售类,市场/营销,5k-8k,1-3年
['笔架山'],深圳,330,深圳市佰仟金融服务有限公司,2000人以上,福田区,本科,不需要融资,金融,3972829,"['高级', '专员', 'SPSS', 'sas']",风控数据分析师,产品/需求/项目类,数据分析,10k-20k,3-5年
NULL,深圳,330,深圳市彩付宝网络技术有限公司,150-500人,南山区,本科,不需要融资,移动互联网,4082578,"['建模', '主管']",风控模型数据分析师,金融类,风控,10k-20k,1-3年
"['科技园', '南头']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3790050,"['数据挖掘', '大数据']",数据分析工程师（深圳）,开发/测试/运维类,数据开发,15k-30k,1-3年
"['科技园', '大冲', '科技园', '白石洲', '大冲', '白石洲']",深圳,330,中腾信金融信息服务（上海）有限公司,2000人以上,南山区,本科,不需要融资,金融,3426566,"['金融', 'sas']",风险数据分析师-小花-BT业务,开发/测试/运维类,数据开发,8k-15k,不限
"['后海', '深圳湾', '科技园', '后海', '深圳湾', '科技园']",深圳,330,广东欧珀移动通信有限公司,2000人以上,南山区,本科,不需要融资,移动互联网,3487921,"['游戏', '大数据', '数据挖掘', '建模', 'SPSS']",高级游戏数据分析师,开发/测试/运维类,数据开发,15k-30k,3-5年
NULL,深圳,330,深圳市小牛普惠投资管理有限公司,2000人以上,福田区,本科,未融资,金融,3690918,"['风控', 'SQL', 'r语言', 'SPSS', 'sas']",高级数据分析专员,金融类,风控,6k-10k,1-3年
"['后海', '南油', '蛇口']",深圳,330,深圳卫盈智信科技有限公司,150-500人,南山区,本科,B轮,金融,3843648,"['金融', '数据挖掘']",BI数据分析师,产品/需求/项目类,数据分析,8k-15k,1-3年
"['科技园', '大冲', '科技园', '大冲']",深圳,330,深圳市国智互联网科技有限公司,50-150人,南山区,大专,不需要融资,"金融,移动互联网",3476154,"['金融', '机器学习', '建模', 'SPSS']",风控数据分析师,开发/测试/运维类,数据开发,10k-15k,3-5年
"['南山区', '后海']",深圳,330,深圳市信用之家金融服务有限公司,150-500人,南山区,本科,A轮,"金融,O2O",3874208,"['中级', '数据挖掘', 'SPSS', 'sas']",数据分析建模主管,开发/测试/运维类,数据开发,12k-20k,1-3年
"['车公庙', '车公庙', '香蜜湖', '竹子林', '香蜜湖', '竹子林']",深圳,330,晨星资讯（深圳）有限公司,2000人以上,福田区,本科,上市公司,金融,3955420,['金融'],基金数据分析员,金融类,证券/期货,5k-7k,不限
['科技园'],深圳,330,深圳汇商通盈科技有限公司,15-50人,南山区,本科,A轮,移动互联网,4055455,"['金融', '数据挖掘', '大数据', '数据库']",BI高级数据分析师,开发/测试/运维类,数据开发,12k-20k,3-5年
"['大冲', '科技园', '白石洲']",深圳,330,深圳前海大数金融服务有限公司,500-2000人,南山区,本科,C轮,金融,3997443,"['金融', '高级', '中级', '运营', 'SPSS']",数据分析岗（信贷业务）,开发/测试/运维类,数据开发,8k-15k,1-3年
"['银湖', '笋岗', '泥岗']",深圳,330,深圳市家家顺网络科技有限公司,50-150人,福田区,本科,不需要融资,"移动互联网,生活服务",3988456,[],BI数据分析师,开发/测试/运维类,数据开发,12k-20k,3-5年
"['蛇口', '海上世界']",深圳,330,深圳达飞金融控股有限公司,2000人以上,南山区,本科,不需要融资,"移动互联网,金融",2886626,"['征信', '数据挖掘', '建模']",风控数据分析师,金融类,风控,13k-25k,1-3年
"['科技园', '深圳湾', '科技园', '大冲', '深圳湾', '大冲']",深圳,330,招商证券股份有限公司,2000人以上,南山区,本科,上市公司,"招聘,其他",3434325,[],数据分析中级经理,开发/测试/运维类,数据开发,20k-35k,1-3年
"['香蜜湖', '景田', '莲花北村']",深圳,330,深圳旺金金融信息服务有限公司,2000人以上,福田区,本科,C轮,金融,3621963,"['金融', '可视化', '专员', '业务运营']",运营数据分析师,产品/需求/项目类,数据分析,8k-15k,1-3年
"['车公庙', '沙头', '下沙']",深圳,330,深圳前海融金所互联网金融服务有限公司,150-500人,福田区,本科,未融资,"金融,移动互联网",3771854,"['金融', '资深', '高级', '大数据', '业务运营']",运营数据分析,产品/需求/项目类,数据分析,10k-20k,3-5年
"['科技园', '南头', '前海']",深圳,330,腾讯科技(深圳)有限公司,2000人以上,南山区,本科,上市公司,"移动互联网 ,游戏",3383251,"['高级', '数据挖掘']",数据分析开发工程师（深圳）,开发/测试/运维类,数据开发,15k-30k,3-5年
